platform,workload,mode,version,launch,name,param,meanMs,minMs,stdevMs,samples,inner,sampledMs
windows-final,worker-allocation-boundaries-allocation-partitions-serial-1-8193,compiled,baseline,2,allocation-partitions-serial-1,8193,12.018148,1.9107,8.8739863,25,1,300.4537
windows-final,worker-allocation-boundaries-allocation-partitions-serial-1-8193,compiled,baseline,3,allocation-partitions-serial-1,8193,7.0749674,1.9329,6.3629493,43,1,304.2236
windows-final,worker-allocation-boundaries-allocation-partitions-serial-1-8193,compiled,baseline,4,allocation-partitions-serial-1,8193,10.84735,3.7832,10.3114937,28,1,303.7258
windows-final,worker-allocation-boundaries-allocation-partitions-serial-1-8193,compiled,baseline,5,allocation-partitions-serial-1,8193,9.1602182,3.6118,9.2855823,33,1,302.2872
windows-final,worker-allocation-boundaries-allocation-partitions-serial-1-8193,compiled,candidate,1,allocation-partitions-serial-1,8193,1.4200175,0.57165,1.2632691,106,2,301.0437
windows-final,worker-allocation-boundaries-allocation-partitions-serial-1-8193,compiled,candidate,2,allocation-partitions-serial-1,8193,1.2066123,0.54345,1.0278249,126,2,304.0663
windows-final,worker-allocation-boundaries-allocation-partitions-serial-1-8193,compiled,candidate,3,allocation-partitions-serial-1,8193,2.1270406,1.0252,2.463605,143,1,304.1668
windows-final,worker-allocation-boundaries-allocation-partitions-serial-1-8193,compiled,candidate,4,allocation-partitions-serial-1,8193,2.1511594,0.9872,2.6621824,143,1,307.6158
windows-final,worker-allocation-boundaries-allocation-partitions-serial-1-8193,compiled,candidate,5,allocation-partitions-serial-1,8193,2.4323437,1.0408,3.0431046,126,1,306.4753
windows-final,worker-allocation-boundaries-allocation-partitions-serial-4-8192,compiled,baseline,1,allocation-partitions-serial-4,8192,20.130725,15.1045,2.8901735,16,1,322.0916
windows-final,worker-allocation-boundaries-allocation-partitions-serial-4-8192,compiled,baseline,2,allocation-partitions-serial-4,8192,19.7062,15.9944,2.8196176,16,1,315.2992
windows-final,worker-allocation-boundaries-allocation-partitions-serial-4-8192,compiled,baseline,3,allocation-partitions-serial-4,8192,19.5790063,15.2594,3.6197821,16,1,313.2641
windows-final,worker-allocation-boundaries-allocation-partitions-serial-4-8192,compiled,baseline,4,allocation-partitions-serial-4,8192,19.4820437,15.0096,3.5279676,16,1,311.7127
windows-final,worker-allocation-boundaries-allocation-partitions-serial-4-8192,compiled,baseline,5,allocation-partitions-serial-4,8192,19.7100625,16.0962,4.1166943,16,1,315.361
windows-final,worker-allocation-boundaries-allocation-partitions-serial-4-8192,compiled,candidate,1,allocation-partitions-serial-4,8192,5.2408328,4.0216,1.6352921,58,1,303.9683
windows-final,worker-allocation-boundaries-allocation-partitions-serial-4-8192,compiled,candidate,2,allocation-partitions-serial-4,8192,5.3820456,3.7921,1.7300041,57,1,306.7766
windows-final,worker-allocation-boundaries-allocation-partitions-serial-4-8192,compiled,candidate,3,allocation-partitions-serial-4,8192,4.8180635,3.7297,1.5635268,63,1,303.538
windows-final,worker-allocation-boundaries-allocation-partitions-serial-4-8192,compiled,candidate,4,allocation-partitions-serial-4,8192,4.955823,3.6073,1.7040217,61,1,302.3052
windows-final,worker-allocation-boundaries-allocation-partitions-serial-4-8192,compiled,candidate,5,allocation-partitions-serial-4,8192,4.8038476,3.71,1.4541916,63,1,302.6424
windows-final,worker-allocation-boundaries-allocation-partitions-serial-4-8193,compiled,baseline,1,allocation-partitions-serial-4,8193,29.0441818,20.9224,5.4710317,11,1,319.486
windows-final,worker-allocation-boundaries-allocation-partitions-serial-4-8193,compiled,baseline,2,allocation-partitions-serial-4,8193,30.56889,21.7544,6.1468875,10,1,305.6889
windows-final,worker-allocation-boundaries-allocation-partitions-serial-4-8193,compiled,baseline,3,allocation-partitions-serial-4,8193,29.3477091,21.5612,6.2448557,11,1,322.8248
windows-final,worker-allocation-boundaries-allocation-partitions-serial-4-8193,compiled,baseline,4,allocation-partitions-serial-4,8193,28.4573545,21.9126,5.3399663,11,1,313.0309
windows-final,worker-allocation-boundaries-allocation-partitions-serial-4-8193,compiled,baseline,5,allocation-partitions-serial-4,8193,28.4911273,20.017,6.7141932,11,1,313.4024
windows-final,worker-allocation-boundaries-allocation-partitions-serial-4-8193,compiled,candidate,1,allocation-partitions-serial-4,8193,8.3616611,4.1471,4.4500449,36,1,301.0198
windows-final,worker-allocation-boundaries-allocation-partitions-serial-4-8193,compiled,candidate,2,allocation-partitions-serial-4,8193,8.4375194,4.1231,4.255629,36,1,303.7507
windows-final,worker-allocation-boundaries-allocation-partitions-serial-4-8193,compiled,candidate,3,allocation-partitions-serial-4,8193,8.9893618,2.9754,5.3068485,34,1,305.6383
windows-final,worker-allocation-boundaries-allocation-partitions-serial-4-8193,compiled,candidate,4,allocation-partitions-serial-4,8193,8.5759486,3.9028,4.1436616,35,1,300.1582
windows-final,worker-allocation-boundaries-allocation-partitions-serial-4-8193,compiled,candidate,5,allocation-partitions-serial-4,8193,8.6574286,4.1418,4.1732821,35,1,303.01
windows-final,worker-allocation-scaling,compiled,baseline,1,worker-allocation-direct,20000,14.0903127,4.6536,7.9055197,71,1,1000.4122
windows-final,worker-allocation-scaling,compiled,baseline,1,worker-allocation-fixed-work,1,20.8204714,8.5592,10.2098005,49,1,1020.2031
windows-final,worker-allocation-scaling,compiled,baseline,1,worker-allocation-fixed-work,2,19.4655038,5.26,11.4460869,53,1,1031.6717
windows-final,worker-allocation-scaling,compiled,baseline,1,worker-allocation-fixed-work,4,6.3937369,2.7239,2.6229473,157,1,1003.8167
windows-final,worker-allocation-scaling,compiled,baseline,2,worker-allocation-direct,20000,13.7685781,4.5379,7.7962596,73,1,1005.1062
windows-final,worker-allocation-scaling,compiled,baseline,2,worker-allocation-fixed-work,1,21.8435826,9.4676,10.7670654,46,1,1004.8048
windows-final,worker-allocation-scaling,compiled,baseline,2,worker-allocation-fixed-work,2,18.8440727,4.993,10.7934672,55,1,1036.424
windows-final,worker-allocation-scaling,compiled,baseline,2,worker-allocation-fixed-work,4,6.8236871,2.9735,2.674202,147,1,1003.082
windows-final,worker-allocation-scaling,compiled,baseline,3,worker-allocation-direct,20000,14.497329,4.6431,8.4759023,69,1,1000.3157
windows-final,worker-allocation-scaling,compiled,baseline,3,worker-allocation-fixed-work,1,20.7279306,8.985,9.8377799,49,1,1015.6686
windows-final,worker-allocation-scaling,compiled,baseline,3,worker-allocation-fixed-work,2,18.8734698,5.0952,10.0544807,53,1,1000.2939
windows-final,worker-allocation-scaling,compiled,baseline,3,worker-allocation-fixed-work,4,5.9929677,2.8345,2.4092252,167,1,1000.8256
windows-final,worker-allocation-scaling,compiled,baseline,4,worker-allocation-direct,20000,15.2742803,4.5967,8.5391201,66,1,1008.1025
windows-final,worker-allocation-scaling,compiled,baseline,4,worker-allocation-fixed-work,1,21.2804511,9.694,10.8126957,47,1,1000.1812
windows-final,worker-allocation-scaling,compiled,baseline,4,worker-allocation-fixed-work,2,18.4503873,5.5312,10.6194763,55,1,1014.7713
windows-final,worker-allocation-scaling,compiled,baseline,4,worker-allocation-fixed-work,4,6.177013,3.0073,2.406345,162,1,1000.6761
windows-final,worker-allocation-scaling,compiled,baseline,5,worker-allocation-direct,20000,14.9426132,4.908,8.6976235,68,1,1016.0977
windows-final,worker-allocation-scaling,compiled,baseline,5,worker-allocation-fixed-work,1,20.8661708,9.5731,10.2161997,48,1,1001.5762
windows-final,worker-allocation-scaling,compiled,baseline,5,worker-allocation-fixed-work,2,19.2698154,4.9793,12.1282015,52,1,1002.0304
windows-final,worker-allocation-scaling,compiled,baseline,5,worker-allocation-fixed-work,4,6.0694273,2.8788,2.5872728,165,1,1001.4555
windows-final,worker-allocation-scaling,compiled,candidate,1,worker-allocation-direct,20000,3.9483663,1.4083,4.598694,255,1,1006.8334
windows-final,worker-allocation-scaling,compiled,candidate,1,worker-allocation-fixed-work,1,6.0355762,1.9692,6.685145,168,1,1013.9768
windows-final,worker-allocation-scaling,compiled,candidate,1,worker-allocation-fixed-work,2,5.4209108,1.0796,7.761638,186,1,1008.2894
windows-final,worker-allocation-scaling,compiled,candidate,1,worker-allocation-fixed-work,4,1.3986797,0.6161,0.7261069,358,2,1001.4547
windows-final,worker-allocation-scaling,compiled,candidate,2,worker-allocation-direct,20000,3.7519757,1.4206,4.3664109,272,1,1020.5374
windows-final,worker-allocation-scaling,compiled,candidate,2,worker-allocation-fixed-work,1,5.9225018,2.0252,6.5103947,169,1,1000.9028
windows-final,worker-allocation-scaling,compiled,candidate,2,worker-allocation-fixed-work,2,5.3742829,1.2078,6.7456666,187,1,1004.9909
windows-final,worker-allocation-scaling,compiled,candidate,2,worker-allocation-fixed-work,4,1.4055382,0.6234,0.779584,356,2,1000.7432
windows-final,worker-allocation-scaling,compiled,candidate,3,worker-allocation-direct,20000,3.9688639,1.3124,4.8070764,252,1,1000.1537
windows-final,worker-allocation-scaling,compiled,candidate,3,worker-allocation-fixed-work,1,6.1949451,1.9679,6.6636789,164,1,1015.971
windows-final,worker-allocation-scaling,compiled,candidate,3,worker-allocation-fixed-work,2,5.498061,1.161,6.9672874,182,1,1000.6471
windows-final,worker-allocation-scaling,compiled,candidate,3,worker-allocation-fixed-work,4,1.3968377,0.63045,0.7153592,358,2,1000.1358
windows-final,worker-allocation-scaling,compiled,candidate,4,worker-allocation-direct,20000,4.043181,1.3234,4.8962638,248,1,1002.7089
windows-final,worker-allocation-scaling,compiled,candidate,4,worker-allocation-fixed-work,1,6.4335159,2.0361,7.3494475,157,1,1010.062
windows-final,worker-allocation-scaling,compiled,candidate,4,worker-allocation-fixed-work,2,5.4107551,1.232,7.0003166,185,1,1000.9897
windows-final,worker-allocation-scaling,compiled,candidate,4,worker-allocation-fixed-work,4,1.708444,0.68035,1.0458742,293,2,1001.1482
windows-final,worker-allocation-scaling,compiled,candidate,5,worker-allocation-direct,20000,3.8273405,1.345,4.3712138,262,1,1002.7632
windows-final,worker-allocation-scaling,compiled,candidate,5,worker-allocation-fixed-work,1,7.1331761,2.0302,8.0728207,142,1,1012.911
windows-final,worker-allocation-scaling,compiled,candidate,5,worker-allocation-fixed-work,2,5.5676077,1.1303,7.7910332,182,1,1013.3046
windows-final,worker-allocation-scaling,compiled,candidate,5,worker-allocation-fixed-work,4,1.386515,0.6189,1.1931001,722,1,1001.0638
windows-final,worker-lifecycle--1,compiled,baseline,1,worker-lifecycle,1,55.8095375,51.8593,2.4131824,8,1,446.4763
windows-final,worker-lifecycle--1,compiled,baseline,2,worker-lifecycle,1,59.44795,55.2395,3.1636961,8,1,475.5836
windows-final,worker-lifecycle--1,compiled,baseline,3,worker-lifecycle,1,58.7124625,53.971,7.7916165,8,1,469.6997
windows-final,worker-lifecycle--1,compiled,baseline,4,worker-lifecycle,1,57.0773625,54.2771,2.1031254,8,1,456.6189
windows-final,worker-lifecycle--1,compiled,baseline,5,worker-lifecycle,1,54.8441875,52.4213,2.8390896,8,1,438.7535
windows-final,worker-lifecycle--1,compiled,candidate,1,worker-lifecycle,1,61.0618625,56.3696,5.3820905,8,1,488.4949
windows-final,worker-lifecycle--1,compiled,candidate,2,worker-lifecycle,1,55.1109625,51.9978,3.8579081,8,1,440.8877
windows-final,worker-lifecycle--1,compiled,candidate,3,worker-lifecycle,1,59.8164375,52.3368,5.4944723,8,1,478.5315
windows-final,worker-lifecycle--1,compiled,candidate,4,worker-lifecycle,1,56.9711125,53.0678,2.6639006,8,1,455.7689
windows-final,worker-lifecycle--1,compiled,candidate,5,worker-lifecycle,1,58.173,53.8082,4.5542482,8,1,465.384
windows-final,worker-lifecycle--1,interpreter,baseline,1,worker-lifecycle,1,28.4670364,15.7723,6.4550926,11,1,313.1374
windows-final,worker-lifecycle--1,interpreter,baseline,2,worker-lifecycle,1,27.318,15.7108,6.9608485,12,1,327.816
windows-final,worker-lifecycle--1,interpreter,baseline,3,worker-lifecycle,1,31.21055,28.6982,1.4241193,10,1,312.1055
windows-final,worker-lifecycle--1,interpreter,baseline,4,worker-lifecycle,1,25.8233167,13.6707,8.0702079,12,1,309.8798
windows-final,worker-lifecycle--1,interpreter,baseline,5,worker-lifecycle,1,31.4263,29.7377,0.8238972,10,1,314.263
windows-final,worker-lifecycle--1,interpreter,candidate,1,worker-lifecycle,1,28.5664636,15.6222,6.3995075,11,1,314.2311
windows-final,worker-lifecycle--1,interpreter,candidate,2,worker-lifecycle,1,27.4660667,15.7237,7.0773689,12,1,329.5928
windows-final,worker-lifecycle--1,interpreter,candidate,3,worker-lifecycle,1,27.4464917,15.7641,6.8941198,12,1,329.3579
windows-final,worker-lifecycle--1,interpreter,candidate,4,worker-lifecycle,1,31.11416,29.0153,1.0104634,10,1,311.1416
windows-final,worker-lifecycle--1,interpreter,candidate,5,worker-lifecycle,1,29.7614636,15.5649,4.8224695,11,1,327.3761
windows-final,worker-message-throughput-worker-message-burst-100,compiled,baseline,1,worker-message-burst,100,0.6475605,0.44015,0.4112333,233,2,301.7632
windows-final,worker-message-throughput-worker-message-burst-100,compiled,baseline,2,worker-message-burst,100,0.5475077,0.34045,0.2523496,274,2,300.0342
windows-final,worker-message-throughput-worker-message-burst-100,compiled,baseline,3,worker-message-burst,100,0.6363595,0.33965,0.4537016,236,2,300.3617
windows-final,worker-message-throughput-worker-message-burst-100,compiled,baseline,4,worker-message-burst,100,0.6657421,0.3452,0.5513794,451,1,300.2497
windows-final,worker-message-throughput-worker-message-burst-100,compiled,baseline,5,worker-message-burst,100,0.5468267,0.3795,0.2352349,275,2,300.7547
windows-final,worker-message-throughput-worker-message-burst-100,compiled,candidate,1,worker-message-burst,100,0.7519193,0.4293,0.659002,399,1,300.0158
windows-final,worker-message-throughput-worker-message-burst-100,compiled,candidate,2,worker-message-burst,100,0.5377355,0.35515,0.2294761,280,2,301.1319
windows-final,worker-message-throughput-worker-message-burst-100,compiled,candidate,3,worker-message-burst,100,0.5145678,0.33645,0.1318734,292,2,300.5076
windows-final,worker-message-throughput-worker-message-burst-100,compiled,candidate,4,worker-message-burst,100,0.5686924,0.4363,0.1802802,264,2,300.2696
windows-final,worker-message-throughput-worker-message-burst-100,compiled,candidate,5,worker-message-burst,100,0.9093627,0.46265,0.7220191,165,2,300.0897
windows-final,worker-message-throughput-worker-message-burst-100,interpreter,baseline,1,worker-message-burst,100,26.421425,15.7524,7.2516519,12,1,317.0571
windows-final,worker-message-throughput-worker-message-burst-100,interpreter,baseline,2,worker-message-burst,100,28.7291273,13.6473,5.9828376,11,1,316.0204
windows-final,worker-message-throughput-worker-message-burst-100,interpreter,baseline,3,worker-message-burst,100,25.4008833,12.9147,8.6426711,12,1,304.8106
windows-final,worker-message-throughput-worker-message-burst-100,interpreter,baseline,4,worker-message-burst,100,24.6534154,13.0441,8.0856923,13,1,320.4944
windows-final,worker-message-throughput-worker-message-burst-100,interpreter,baseline,5,worker-message-burst,100,29.0727182,12.8037,6.2047574,11,1,319.7999
windows-final,worker-message-throughput-worker-message-burst-100,interpreter,candidate,1,worker-message-burst,100,13.1140043,1.4855,5.5188289,23,1,301.6221
windows-final,worker-message-throughput-worker-message-burst-100,interpreter,candidate,2,worker-message-burst,100,12.0134654,1.771,5.4622112,26,1,312.3501
windows-final,worker-message-throughput-worker-message-burst-100,interpreter,candidate,3,worker-message-burst,100,14.0516773,1.7979,4.4201246,22,1,309.1369
windows-final,worker-message-throughput-worker-message-burst-100,interpreter,candidate,4,worker-message-burst,100,8.8407735,1.8771,6.1082971,34,1,300.5863
windows-final,worker-message-throughput-worker-message-burst-100,interpreter,candidate,5,worker-message-burst,100,12.0052769,2.813,5.5035165,26,1,312.1372
linux,worker-allocation-scaling,compiled,baseline,1,worker-allocation-direct,20000,23.4148059,6.270351,18.197181,43,1,1006.836655
linux,worker-allocation-scaling,compiled,baseline,1,worker-allocation-fixed-work,1,21.7986073,10.146814,8.7436449,46,1,1002.735935
linux,worker-allocation-scaling,compiled,baseline,1,worker-allocation-fixed-work,2,16.3607958,5.501802,8.3345409,62,1,1014.369341
linux,worker-allocation-scaling,compiled,baseline,1,worker-allocation-fixed-work,4,6.1300054,3.132972,2.4084042,164,1,1005.320886
linux,worker-allocation-scaling,compiled,baseline,2,worker-allocation-direct,20000,15.8995351,6.077726,8.3399038,63,1,1001.670709
linux,worker-allocation-scaling,compiled,baseline,2,worker-allocation-fixed-work,1,25.0966038,10.523528,11.9942291,40,1,1003.86415
linux,worker-allocation-scaling,compiled,baseline,2,worker-allocation-fixed-work,2,17.6625148,5.456128,9.2237332,57,1,1006.763344
linux,worker-allocation-scaling,compiled,baseline,2,worker-allocation-fixed-work,4,6.4875429,2.997436,2.580449,155,1,1005.569146
linux,worker-allocation-scaling,compiled,baseline,3,worker-allocation-direct,20000,15.9077398,5.432377,8.0787628,64,1,1018.095344
linux,worker-allocation-scaling,compiled,baseline,3,worker-allocation-fixed-work,1,21.8173096,10.193878,9.4606103,46,1,1003.596242
linux,worker-allocation-scaling,compiled,baseline,3,worker-allocation-fixed-work,2,17.5794604,5.777177,9.1040008,57,1,1002.029244
linux,worker-allocation-scaling,compiled,baseline,3,worker-allocation-fixed-work,4,7.3278675,3.336877,2.8584151,137,1,1003.917844
linux,worker-allocation-scaling,compiled,baseline,4,worker-allocation-direct,20000,32.92916,6.120716,24.2170394,31,1,1020.803959
linux,worker-allocation-scaling,compiled,baseline,4,worker-allocation-fixed-work,1,151.9463138,31.253899,91.7149294,8,1,1215.57051
linux,worker-allocation-scaling,compiled,baseline,4,worker-allocation-fixed-work,2,20.9976603,5.735392,12.4782724,48,1,1007.887692
linux,worker-allocation-scaling,compiled,baseline,4,worker-allocation-fixed-work,4,8.9752784,3.226379,3.6522583,112,1,1005.231185
linux,worker-allocation-scaling,compiled,baseline,5,worker-allocation-direct,20000,15.1961449,5.065957,8.1636893,66,1,1002.945561
linux,worker-allocation-scaling,compiled,baseline,5,worker-allocation-fixed-work,1,19.3714567,10.025177,7.5374292,52,1,1007.315746
linux,worker-allocation-scaling,compiled,baseline,5,worker-allocation-fixed-work,2,20.4453016,5.814882,11.1818456,49,1,1001.819777
linux,worker-allocation-scaling,compiled,baseline,5,worker-allocation-fixed-work,4,7.726715,3.420999,3.2616569,130,1,1004.472947
linux,worker-allocation-scaling,compiled,candidate,1,worker-allocation-direct,20000,4.6082245,1.576274,4.3511576,218,1,1004.592943
linux,worker-allocation-scaling,compiled,candidate,1,worker-allocation-fixed-work,1,6.1843784,2.523048,5.5288012,164,1,1014.238056
linux,worker-allocation-scaling,compiled,candidate,1,worker-allocation-fixed-work,2,4.6920161,1.435991,5.2392452,218,1,1022.859509
linux,worker-allocation-scaling,compiled,candidate,1,worker-allocation-fixed-work,4,1.6194073,0.8131435,0.759359,309,2,1000.793719
linux,worker-allocation-scaling,compiled,candidate,2,worker-allocation-direct,20000,5.0506987,1.81879,5.0458023,198,1,1000.038338
linux,worker-allocation-scaling,compiled,candidate,2,worker-allocation-fixed-work,1,7.4226461,2.69742,6.3135619,137,1,1016.90252
linux,worker-allocation-scaling,compiled,candidate,2,worker-allocation-fixed-work,2,5.1697076,1.387353,5.8325983,194,1,1002.923272
linux,worker-allocation-scaling,compiled,candidate,2,worker-allocation-fixed-work,4,1.9798974,0.794093,0.8479891,253,2,1001.828079
linux,worker-allocation-scaling,compiled,candidate,3,worker-allocation-direct,20000,3.944026,1.703041,3.2738231,255,1,1005.726632
linux,worker-allocation-scaling,compiled,candidate,3,worker-allocation-fixed-work,1,6.7398364,2.530617,5.3984331,150,1,1010.975457
linux,worker-allocation-scaling,compiled,candidate,3,worker-allocation-fixed-work,2,5.0978123,1.375828,6.0007466,198,1,1009.366844
linux,worker-allocation-scaling,compiled,candidate,3,worker-allocation-fixed-work,4,1.636336,0.7924205,0.9138451,306,2,1001.437621
linux,worker-allocation-scaling,compiled,candidate,4,worker-allocation-direct,20000,3.989891,1.4754,3.7475047,251,1,1001.462644
linux,worker-allocation-scaling,compiled,candidate,4,worker-allocation-fixed-work,1,6.2240437,2.767745,5.0850308,163,1,1014.519127
linux,worker-allocation-scaling,compiled,candidate,4,worker-allocation-fixed-work,2,5.1602874,1.536326,5.981053,194,1,1001.095752
linux,worker-allocation-scaling,compiled,candidate,4,worker-allocation-fixed-work,4,1.9571753,0.785719,1.412693,511,1,1000.116569
linux,worker-allocation-scaling,compiled,candidate,5,worker-allocation-direct,20000,8.5246381,2.178102,8.8164879,118,1,1005.907296
linux,worker-allocation-scaling,compiled,candidate,5,worker-allocation-fixed-work,1,7.5850306,2.714381,6.8027053,135,1,1023.979136
linux,worker-allocation-scaling,compiled,candidate,5,worker-allocation-fixed-work,2,6.8730184,1.596669,7.4168282,146,1,1003.460682
linux,worker-allocation-scaling,compiled,candidate,5,worker-allocation-fixed-work,4,2.1662193,0.777647,1.6887425,462,1,1000.793303
linux,worker-allocation-scaling,interpreter,baseline,1,worker-allocation-direct,20000,97.1609176,83.64481,15.1607778,11,1,1068.770094
linux,worker-allocation-scaling,interpreter,baseline,1,worker-allocation-fixed-work,1,98.1751622,80.713468,12.196552,11,1,1079.926784
linux,worker-allocation-scaling,interpreter,baseline,1,worker-allocation-fixed-work,2,76.9176788,62.892586,14.4823729,14,1,1076.847503
linux,worker-allocation-scaling,interpreter,baseline,1,worker-allocation-fixed-work,4,153.2156164,90.525574,54.6748849,8,1,1225.724931
linux,worker-allocation-scaling,interpreter,baseline,2,worker-allocation-direct,20000,87.667054,76.893071,8.8442163,12,1,1052.004648
linux,worker-allocation-scaling,interpreter,baseline,2,worker-allocation-fixed-work,1,94.6416519,76.584002,11.7119193,11,1,1041.058171
linux,worker-allocation-scaling,interpreter,baseline,2,worker-allocation-fixed-work,2,73.8611884,64.332579,12.3825589,14,1,1034.056637
linux,worker-allocation-scaling,interpreter,baseline,2,worker-allocation-fixed-work,4,64.1569509,50.987903,8.8867791,16,1,1026.511215
linux,worker-allocation-scaling,interpreter,baseline,3,worker-allocation-direct,20000,74.941022,60.945652,7.181727,14,1,1049.174308
linux,worker-allocation-scaling,interpreter,baseline,3,worker-allocation-fixed-work,1,83.6203492,64.593372,13.2559347,12,1,1003.444191
linux,worker-allocation-scaling,interpreter,baseline,3,worker-allocation-fixed-work,2,67.0097623,53.474872,12.2462822,15,1,1005.146435
linux,worker-allocation-scaling,interpreter,baseline,3,worker-allocation-fixed-work,4,53.9126843,41.70367,7.5966343,19,1,1024.341002
linux,worker-allocation-scaling,interpreter,baseline,4,worker-allocation-direct,20000,103.0831549,75.927363,19.3742785,10,1,1030.831549
linux,worker-allocation-scaling,interpreter,baseline,4,worker-allocation-fixed-work,1,108.2330725,79.990653,16.0666904,10,1,1082.330725
linux,worker-allocation-scaling,interpreter,baseline,4,worker-allocation-fixed-work,2,106.8687573,60.385117,42.8672873,10,1,1068.687573
linux,worker-allocation-scaling,interpreter,baseline,4,worker-allocation-fixed-work,4,59.4890753,48.049577,6.6717314,17,1,1011.31428
linux,worker-allocation-scaling,interpreter,baseline,5,worker-allocation-direct,20000,93.6962078,73.959404,16.5516013,11,1,1030.658286
linux,worker-allocation-scaling,interpreter,baseline,5,worker-allocation-fixed-work,1,93.0289787,73.941931,13.8246494,11,1,1023.318766
linux,worker-allocation-scaling,interpreter,baseline,5,worker-allocation-fixed-work,2,82.8826205,70.159111,11.8231016,13,1,1077.474067
linux,worker-allocation-scaling,interpreter,baseline,5,worker-allocation-fixed-work,4,64.1665992,53.695159,7.5880964,16,1,1026.665587
linux,worker-allocation-scaling,interpreter,candidate,1,worker-allocation-direct,20000,93.7013481,81.267876,8.7826387,11,1,1030.714829
linux,worker-allocation-scaling,interpreter,candidate,1,worker-allocation-fixed-work,1,109.0126454,76.240169,47.0808635,10,1,1090.126454
linux,worker-allocation-scaling,interpreter,candidate,1,worker-allocation-fixed-work,2,78.4233248,60.111043,15.3495936,13,1,1019.503223
linux,worker-allocation-scaling,interpreter,candidate,1,worker-allocation-fixed-work,4,69.9391677,40.790836,42.6556267,15,1,1049.087515
linux,worker-allocation-scaling,interpreter,candidate,2,worker-allocation-direct,20000,91.2059985,66.468211,14.7472379,12,1,1094.471982
linux,worker-allocation-scaling,interpreter,candidate,2,worker-allocation-fixed-work,1,85.7944751,67.162179,13.1428856,12,1,1029.533701
linux,worker-allocation-scaling,interpreter,candidate,2,worker-allocation-fixed-work,2,66.9722643,54.315461,8.7180634,15,1,1004.583965
linux,worker-allocation-scaling,interpreter,candidate,2,worker-allocation-fixed-work,4,55.7543576,43.131278,6.9358993,18,1,1003.578437
linux,worker-allocation-scaling,interpreter,candidate,3,worker-allocation-direct,20000,77.9552252,63.945455,13.1261303,13,1,1013.417927
linux,worker-allocation-scaling,interpreter,candidate,3,worker-allocation-fixed-work,1,76.4075271,65.700422,10.9273111,14,1,1069.70538
linux,worker-allocation-scaling,interpreter,candidate,3,worker-allocation-fixed-work,2,63.9496889,49.745044,11.0683676,16,1,1023.195022
linux,worker-allocation-scaling,interpreter,candidate,3,worker-allocation-fixed-work,4,47.702289,36.805388,7.2841762,21,1,1001.748069
linux,worker-allocation-scaling,interpreter,candidate,4,worker-allocation-direct,20000,95.7125255,74.754037,13.8936144,11,1,1052.83778
linux,worker-allocation-scaling,interpreter,candidate,4,worker-allocation-fixed-work,1,102.6016961,87.0293,10.1885615,10,1,1026.016961
linux,worker-allocation-scaling,interpreter,candidate,4,worker-allocation-fixed-work,2,79.5824503,55.322387,14.2060728,13,1,1034.571854
linux,worker-allocation-scaling,interpreter,candidate,4,worker-allocation-fixed-work,4,68.0205805,42.099589,28.3313196,15,1,1020.308707
linux,worker-allocation-scaling,interpreter,candidate,5,worker-allocation-direct,20000,81.4589922,64.764687,13.1472218,13,1,1058.966899
linux,worker-allocation-scaling,interpreter,candidate,5,worker-allocation-fixed-work,1,91.8745159,73.129694,14.4813839,11,1,1010.619675
linux,worker-allocation-scaling,interpreter,candidate,5,worker-allocation-fixed-work,2,67.1566148,52.520898,10.0187071,15,1,1007.349222
linux,worker-allocation-scaling,interpreter,candidate,5,worker-allocation-fixed-work,4,55.5673324,41.995931,12.5755535,18,1,1000.211984
linux,worker-allocation-scaling,node,control,1,worker-allocation-direct,20000,1.6848125,0.489697,2.6911178,594,1,1000.778623
linux,worker-allocation-scaling,node,control,1,worker-allocation-fixed-work,1,0.52565,0.409859,0.1902687,952,2,1000.837685
linux,worker-allocation-scaling,node,control,1,worker-allocation-fixed-work,2,0.3794845,0.2243438,0.1322965,659,4,1000.321071
linux,worker-allocation-scaling,node,control,1,worker-allocation-fixed-work,4,0.2364462,0.1570139,0.0562689,530,8,1002.532079
linux,worker-allocation-scaling,node,control,2,worker-allocation-direct,20000,0.7036953,0.4657115,0.1848143,711,2,1000.654719
linux,worker-allocation-scaling,node,control,2,worker-allocation-fixed-work,1,0.6421434,0.462732,0.0940508,779,2,1000.459413
linux,worker-allocation-scaling,node,control,2,worker-allocation-fixed-work,2,0.2733257,0.2148038,0.0527034,915,4,1000.372092
linux,worker-allocation-scaling,node,control,2,worker-allocation-fixed-work,4,0.1740726,0.1438845,0.0203718,1437,4,1000.569064
linux,worker-allocation-scaling,node,control,3,worker-allocation-direct,20000,0.6610088,0.4279135,0.1773674,757,2,1000.767274
linux,worker-allocation-scaling,node,control,3,worker-allocation-fixed-work,1,0.4942032,0.3956255,0.1670742,1013,2,1001.255637
linux,worker-allocation-scaling,node,control,3,worker-allocation-fixed-work,2,0.2345701,0.1870986,0.0717811,533,8,1000.207068
linux,worker-allocation-scaling,node,control,3,worker-allocation-fixed-work,4,0.1538504,0.1293221,0.0144008,813,8,1000.643003
linux,worker-allocation-scaling,node,control,4,worker-allocation-direct,20000,2.8271475,0.541906,3.9020702,356,1,1006.464516
linux,worker-allocation-scaling,node,control,4,worker-allocation-fixed-work,1,1.3746065,0.505563,1.5773167,728,1,1000.713502
